StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname  	GeographyName	AnimalGroup               	LoadSourceGroup            	Amount	Unit        	NReductionFraction	PReductionFraction
beebop               	NONFED    	MD               	AgStormEff    	10003        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	hogs and pigs for breeding	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	hogs and pigs for breeding	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	hogs and pigs for breeding	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51095        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51095        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51095        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51095        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51095        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51095        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51095        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51095        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51095        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
